,latitude,,longitude,distance,bearing
37°15′27″N,37.25736749,127°01′41″E,127.0281457,0.5368,206.88°
37°15′55″N,37.26521719,127°02′04″E,127.03433765,0.4988,37.762°
37°15′37″N,37.26020193,127°01′43″E,127.02867343,0.2552,230.158°
37°15′47″N,37.26301271,127°01′45″E,127.02905443,0.2203,312.591°
37°15′26″N,37.25718306,127°01′59″E,127.03339615,0.5465,156.016°
37°15′42″N,37.26170695,127°02′11″E,127.03631849,0.4808,89.535°
37°15′56″N,37.26558897,127°01′57″E,127.03245173,0.4572,17.636°
37°15′49″N,37.26354593,127°01′54″E,127.03155094,0.2166,15.747°
37°15′28″N,37.25776022,127°01′40″E,127.02790586,0.5089,211.24°
37°15′47″N,37.26297703,127°01′50″E,127.03065413,0.1466,351.917°
37°15′32″N,37.25900259,127°02′02″E,127.03398432,0.4041,137.277°
37°15′32″N,37.25893611,127°02′10″E,127.03620701,0.5607,122.867°
37°15′59″N,37.26656949,127°01′43″E,127.02871643,0.5776,340.572°
