,latitude,,longitude,distance,bearing
37°15′59″N,37.26665532,127°01′44″E,127.02899046,0.5791,343.15°
37°15′33″N,37.25930541,127°01′53″E,127.03142119,0.2674,169.815°
37°15′33″N,37.25923112,127°01′50″E,127.03051934,0.2734,186.836°
37°15′56″N,37.26561161,127°01′43″E,127.02858,0.4834,335.013°
37°15′36″N,37.25988637,127°01′55″E,127.03207754,0.2248,152.047°
37°15′38″N,37.26056043,127°01′51″E,127.03081286,0.1238,183.039°
37°15′25″N,37.25688097,127°01′51″E,127.03081275,0.5329,180.707°
37°15′52″N,37.2644638,127°02′01″E,127.03369295,0.3976,38.655°
37°15′42″N,37.26153374,127°01′58″E,127.0326675,0.1584,95.572°
37°15′59″N,37.26643015,127°01′59″E,127.03292523,0.5591,18.824°
37°15′40″N,37.26097262,127°01′54″E,127.03167974,0.1048,137.945°
37°15′28″N,37.25781535,127°01′56″E,127.03224823,0.4456,164.309°
37°15′33″N,37.25920021,127°01′42″E,127.02825491,0.3604,220.282°
37°15′29″N,37.25811511,127°02′08″E,127.03568474,0.5804,132.967°
37°15′25″N,37.25705828,127°01′50″E,127.03062767,0.5137,182.562°
37°15′47″N,37.262981,127°01′59″E,127.03316661,0.2488,54.189°
37°15′38″N,37.26051723,127°02′03″E,127.03428693,0.3272,113.109°
37°15′43″N,37.26198879,127°02′06″E,127.03491534,0.3583,84.356°
37°15′47″N,37.26315851,127°02′03″E,127.03414153,0.3322,60.147°
37°15′28″N,37.2578681,127°01′57″E,127.03246194,0.4455,161.761°
37°15′48″N,37.26334313,127°01′48″E,127.03000575,0.2016,337.233°
37°15′49″N,37.2636822,127°01′34″E,127.02614621,0.4755,298.049°
37°15′51″N,37.26406006,127°02′10″E,127.03601536,0.526,59.667°
37°15′46″N,37.26271955,127°01′41″E,127.02796866,0.2834,294.277°
37°15′47″N,37.26309858,127°01′36″E,127.02664174,0.4079,292.892°
37°15′29″N,37.25796617,127°01′53″E,127.03128607,0.4137,175.101°
37°15′51″N,37.26403033,127°01′46″E,127.02944092,0.2919,333.988°
37°15′48″N,37.26324932,127°02′11″E,127.03640924,0.5194,70.256°
37°15′49″N,37.2635103,127°02′07″E,127.03523202,0.4356,62.004°
37°15′43″N,37.26196795,127°02′03″E,127.0342314,0.2979,83.655°
37°15′38″N,37.26053854,127°02′06″E,127.03491745,0.3784,109.46°
37°15′46″N,37.26275801,127°01′56″E,127.03224918,0.1707,44.95°
37°15′39″N,37.26088052,127°01′35″E,127.02638106,0.4085,257.556°
37°15′43″N,37.2620331,127°01′55″E,127.03190216,0.0984,65.918°
37°15′34″N,37.25951606,127°01′57″E,127.03254924,0.2813,148.465°
37°15′35″N,37.25981935,127°02′01″E,127.03361413,0.3174,130.482°
37°15′36″N,37.26003469,127°01′55″E,127.0319706,0.2058,152.222°
37°15′34″N,37.25942607,127°02′01″E,127.03370688,0.3532,135.02°
37°15′57″N,37.26585428,127°01′44″E,127.0288878,0.4977,339.172°
37°15′28″N,37.25770365,127°01′50″E,127.03042593,0.4433,185.283°
37°15′50″N,37.26391548,127°01′45″E,127.02916995,0.2922,328.654°
37°15′47″N,37.26307052,127°02′08″E,127.0355177,0.4384,69.218°
37°15′47″N,37.26301048,127°01′48″E,127.03003687,0.1668,333.184°
37°15′42″N,37.261754,127°01′32″E,127.02567293,0.4617,271.134°
37°15′37″N,37.26027465,127°02′03″E,127.0340857,0.323,118.761°
37°15′52″N,37.26445651,127°01′48″E,127.03002922,0.3189,346.225°
37°15′37″N,37.26041497,127°01′38″E,127.02734124,0.3436,245.991°
37°15′51″N,37.26418917,127°01′41″E,127.02808563,0.374,318.469°
37°15′27″N,37.25754183,127°01′36″E,127.02675494,0.5872,218.53°
37°15′30″N,37.25834453,127°01′33″E,127.02593653,0.5736,229.82°
37°15′27″N,37.25756376,127°01′40″E,127.02773475,0.5354,211.413°
37°15′44″N,37.26215733,127°01′56″E,127.03212263,0.122,63.733°
37°15′53″N,37.26467349,127°01′38″E,127.0270885,0.4738,314.796°
37°15′53″N,37.26459959,127°01′37″E,127.02684637,0.4837,312.315°
37°15′57″N,37.26588754,127°02′04″E,127.03456798,0.571,34.796°
37°15′47″N,37.26305877,127°01′31″E,127.0252485,0.5224,287.174°
37°15′44″N,37.26208639,127°01′41″E,127.02816324,0.2455,280.823°
37°15′30″N,37.25819987,127°01′52″E,127.03121794,0.3873,175.662°
37°15′39″N,37.2607006,127°01′32″E,127.02561279,0.4792,256.972°
37°15′38″N,37.26054854,127°01′34″E,127.02599371,0.4508,253.91°
37°15′32″N,37.25893135,127°02′02″E,127.0338913,0.4045,138.896°
37°15′56″N,37.26546851,127°01′47″E,127.0297139,0.4349,346.185°
37°15′28″N,37.25771145,127°01′35″E,127.02632159,0.5978,222.536°
